pjid,pgpath,cttp,os,rcmdtype,openid,loccid,k,time
"train,flight,hotel,hotel,hotel",/homepage/3,"54,64,191,1,1",1,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel",o498X0SAtRzSfrr2OiHTB5k7C2dU,307,"火车票,特价机票,附近酒店,太原椰子水晶酒店(原蒲公英商务酒店),太原普国快捷酒店",2018-12-12 15:06:12
"train,flight,hotel,hotel",/homepage/3,"54,64,191,16",2,"finderdefalut,finderdefalut,finderdefalut,hotel",o498X0SB-Ld9jd_X73cti8eNIC50,null,"火车票,特价机票,附近酒店,无锡的酒店",2018-12-11 16:15:47
"train,flight,hotel,flight",/homepage/1,"54,64,191,61",1,"finderdefalut,finderdefalut,finderdefalut,flight",o498X0SB0uaT9bJBajOyY4t-jnmI,null,"火车票,特价机票,附近酒店,贵阳到丽江的机票",2018-12-12 17:39:42
"train,flight,hotel,flight,train,hotel",/homepage/1,"54,64,191,61,52,16",1,"finderdefalut,finderdefalut,finderdefalut,global_train,global_train,global_train",o498X0SB3dYVF9JQn46jEksgDOvo,263,"火车票,特价机票,附近酒店,包头到乌兰浩特的机票,乌兰浩特到包头的火车票,乌兰浩特的酒店",2018-12-12 14:48:02
"train,flight,hotel,train",/homepage/0,"54,64,192,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0SB54w2KxzPXYK2w0ujgN1E,null,"火车票,特价机票,特价酒店,上海到北京的火车票",2018-12-12 13:06:53
"train,flight,hotel,train,train,flight,hotel,scenery",/homepage/0,"54,64,191,51,52,61,16,82",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train,train,train",o498X0SBFhPyLrVGVO1Gk88U-fsg,79,"火车票,特价机票,附近酒店,广州到重庆的火车票,重庆到广州的火车票,广州到重庆的机票,重庆的酒店,重庆的热门景区",2018-12-12 12:44:25
"train,flight,hotel,hotel,hotel,train",/homepage/3,"54,64,191,1,1,51",2,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel,train",o498X0SBMTht53UodcgyyT-v-ff0,69,"火车票,特价机票,附近酒店,天联酒店(达州火车站店),达州尚客优酒店火车站广场店,兰州到达州的火车票",2018-12-12 16:01:31
"train,flight,hotel,hotel,train,train",/homepage/3,"54,64,191,16,51,52",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0SBMTht53UodcgyyT-v-ff0,69,"火车票,特价机票,附近酒店,成都的酒店,兰州到成都的火车票,成都到兰州的火车票",2018-12-12 15:54:00
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0SBMTht53UodcgyyT-v-ff0,69,"火车票,特价机票,附近酒店,西安到达州的火车票,达州到西安的火车票,西安到达州的机票",2018-12-12 15:12:55
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0SBMTht53UodcgyyT-v-ff0,69,"火车票,特价机票,附近酒店,张掖到达州的火车票,达州到张掖的火车票,张掖到达州的机票",2018-12-12 15:00:26
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0SB_xLaPc-OWM0fnIKwD1_c,308,"火车票,特价机票,附近酒店,大同到忻州的火车票",2018-12-13 06:55:25
"train,flight,hotel,train",/homepage/0,"54,64,191,51",2,"finderdefalut,finderdefalut,finderdefalut,train",o498X0SBf8WsQBCQ0XfEHARq26BY,79,"火车票,特价机票,附近酒店,潮州到佛山的火车票",2018-12-13 18:11:58
"train,flight,hotel,hotel,hotel",/homepage/3,"54,64,191,1,1",1,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel",o498X0SBrgasnM8iaf9hmYYgDKAo,291,"火车票,特价机票,附近酒店,尚客优快捷酒店(临沂会展中心店),临沂嘉诚商务宾馆",2018-12-13 20:22:34
"train,flight,hotel,hotel,hotel",/homepage/3,"54,64,191,1,1",1,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel",o498X0SBrgasnM8iaf9hmYYgDKAo,291,"火车票,特价机票,附近酒店,尚客优快捷酒店(临沂会展中心店),临沂嘉诚商务宾馆",2018-12-13 17:18:58
"train,flight,hotel,hotel,hotel",/homepage/3,"54,64,191,1,1",1,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel",o498X0SBrgasnM8iaf9hmYYgDKAo,291,"火车票,特价机票,附近酒店,尚客优快捷酒店(临沂会展中心店),临沂嘉诚商务宾馆",2018-12-13 12:42:09
"train,flight,hotel,hotel,hotel",/homepage/3,"54,64,191,1,16",1,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel",o498X0SBrgasnM8iaf9hmYYgDKAo,291,"火车票,特价机票,附近酒店,临沂嘉和连锁酒店,临沂的酒店",2018-12-12 23:08:10
"train,flight,hotel,hotel,hotel",/homepage/3,"54,64,191,1,16",1,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel",o498X0SBrgasnM8iaf9hmYYgDKAo,291,"火车票,特价机票,附近酒店,临沂嘉和连锁酒店,临沂的酒店",2018-12-12 23:02:46
"train,flight,hotel,hotel,hotel",/homepage/3,"54,64,191,1,16",1,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel",o498X0SBrgasnM8iaf9hmYYgDKAo,291,"火车票,特价机票,附近酒店,临沂嘉和连锁酒店,临沂的酒店",2018-12-12 23:01:35
"train,flight,hotel,hotel,hotel",/homepage/3,"54,64,191,1,16",1,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel",o498X0SBrgasnM8iaf9hmYYgDKAo,291,"火车票,特价机票,附近酒店,临沂嘉和连锁酒店,临沂的酒店",2018-12-12 19:54:48
"train,flight,hotel,hotel,hotel",/homepage/3,"54,64,191,1,16",1,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel",o498X0SBrgasnM8iaf9hmYYgDKAo,291,"火车票,特价机票,附近酒店,临沂嘉和连锁酒店,临沂的酒店",2018-12-12 14:29:08
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0SBsKrqKVTPnGxJdNNWISPA,null,"火车票,特价机票,附近酒店,上海到北京的火车票",2018-12-13 07:22:30
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0SBsKrqKVTPnGxJdNNWISPA,null,"火车票,特价机票,附近酒店,上海到北京的火车票",2018-12-13 07:21:29
"train,flight,hotel,train,flight,hotel",/homepage/0,"54,64,191,52,61,16",1,"finderdefalut,finderdefalut,finderdefalut,global_train,global_train,global_train",o498X0SBx7BRttgvuJjnqQi4u5qU,388,"火车票,特价机票,附近酒店,昆明到宁波的火车票,宁波到昆明的机票,昆明的酒店",2018-12-12 21:51:40
"train,flight,hotel,train,flight,hotel",/homepage/0,"54,64,191,52,61,16",1,"finderdefalut,finderdefalut,finderdefalut,global_train,global_train,global_train",o498X0SBx7BRttgvuJjnqQi4u5qU,388,"火车票,特价机票,附近酒店,昆明到宁波的火车票,宁波到昆明的机票,昆明的酒店",2018-12-12 21:44:59
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0SC--aWoUSK8730W5cItkSw,57,"火车票,特价机票,附近酒店,广州到宁德的火车票",2018-12-13 13:28:06
"train,flight,hotel,flight,flight,hotel",/homepage/1,"54,64,191,61,62,16",2,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0SC8yqqkceDK9HyOTP8ixxQ,248,"火车票,特价机票,附近酒店,大连到珠海的机票,珠海到大连的机票,珠海的酒店",2018-12-12 09:19:51
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0SCE3Wuj3GoghsYs1EmMRNc,108,"火车票,特价机票,附近酒店,广州到文山的火车票,文山到广州的火车票,广州到文山的机票",2018-12-13 16:41:25
"train,flight,hotel,train",/homepage/0,"54,64,192,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0SCLKbWgQInuzKFi9bgVtyA,null,"火车票,特价机票,特价酒店,上海到北京的火车票",2018-12-12 10:44:17
"train,flight,hotel,scenery",/homepage/4,"54,64,191,82",2,"finderdefalut,finderdefalut,finderdefalut,scenery",o498X0SCPa3Q7KOoMFa6SSFADxaQ,163,"火车票,特价机票,附近酒店,郑州的热门景区",2018-12-12 11:58:50
"train,flight,hotel,bus,flight,flight",/homepage/0,"54,64,191,111,61,62",1,"finderdefalut,finderdefalut,finderdefalut,bus,flight,flight",o498X0SC_lbG056prluCfl5s_tiQ,91,"火车票,特价机票,附近酒店,深圳到海口的汽车票,深圳到海口的机票,海口到深圳的机票",2018-12-13 07:50:35
"train,flight,hotel,flight",/homepage/1,"54,64,192,61",1,"finderdefalut,finderdefalut,finderdefalut,flight",o498X0SCjdIH7JV7UH-pzdEbCNk8,null,"火车票,特价机票,特价酒店,三亚到重庆的机票",2018-12-12 06:13:09
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0SCo91GaJHMJwJJ6v8Fbz1A,78,"火车票,特价机票,附近酒店,广州到重庆的火车票,重庆到广州的火车票,广州到重庆的机票",2018-12-11 23:47:34
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0SCp0nUqsUygvPrIY0muZec,321,"火车票,特价机票,附近酒店,上海到深圳的火车票,深圳到上海的火车票,上海到深圳的机票",2018-12-11 21:56:57
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0SCp0nUqsUygvPrIY0muZec,321,"火车票,特价机票,附近酒店,上海到深圳的火车票,深圳到上海的火车票,上海到深圳的机票",2018-12-11 21:52:27
"train,flight,hotel,flight",/homepage/1,"54,64,191,61",1,"finderdefalut,finderdefalut,finderdefalut,flight",o498X0SCrGpH8z0IWIrNTyFr6Ijw,170,"火车票,特价机票,附近酒店,三亚到哈尔滨的机票",2018-12-13 19:49:04
"train,flight,hotel,train",/homepage/1,"54,64,191,51",2,"finderdefalut,finderdefalut,finderdefalut,train",o498X0SCrh1HT0kZGo5DJjFvorII,256,"火车票,特价机票,附近酒店,丹东到沈阳的火车票",2018-12-13 16:29:38
"train,flight,hotel,train",/homepage/0,"54,64,191,51",2,"finderdefalut,finderdefalut,finderdefalut,train",o498X0SCrh1HT0kZGo5DJjFvorII,256,"火车票,特价机票,附近酒店,丹东到沈阳的火车票",2018-12-13 16:29:32
"train,flight,hotel,train",/homepage/0,"54,64,192,51",2,"finderdefalut,finderdefalut,finderdefalut,train",o498X0SCy8l-Id77s3t-7Gw8AOM4,null,"火车票,特价机票,特价酒店,上海到北京的火车票",2018-12-11 14:14:57
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0SDGojpnPJyUkU6lymAuRzU,321,"火车票,特价机票,附近酒店,蚌埠到上海的火车票",2018-12-12 08:24:00
"train,flight,hotel,train",/homepage/0,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0SDO86IC8Mvc62d2YeJ-iH8,53,"火车票,特价机票,附近酒店,上海到北京的火车票",2018-12-13 15:48:14
"train,flight,hotel,bus,bus,hotel",/homepage/2,"54,64,191,111,112,16",2,"finderdefalut,finderdefalut,finderdefalut,bus,bus,bus",o498X0SDdsbwo1V91SXhBctx7S7k,99,"火车票,特价机票,附近酒店,北海到海口的汽车票,海口到北海的汽车票,海口的酒店",2018-12-13 18:08:34
"train,flight,hotel,train,flight,bus",/homepage/0,"54,64,191,52,61,111",1,"finderdefalut,finderdefalut,finderdefalut,train,flight,bus",o498X0SDebBf3qKE2YAFpT4Av-BM,317,"火车票,特价机票,附近酒店,武威到西安的火车票,成都到金昌的机票,南京到定远的汽车票",2018-12-13 15:56:47
"train,flight,hotel,train,bus,train",/homepage/0,"54,64,191,51,111,52",1,"finderdefalut,finderdefalut,finderdefalut,train,bus,train",o498X0SDebBf3qKE2YAFpT4Av-BM,40,"火车票,特价机票,附近酒店,西安到金昌的火车票,南京到定远的汽车票,金昌到西安的火车票",2018-12-13 14:33:51
"train,flight,hotel,intlhotel",/homepage/3,"54,64,191,131",2,"finderdefalut,finderdefalut,finderdefalut,global_intlhotel",o498X0SDf5aVD9BTJmFFnJHfM1EU,199,"火车票,特价机票,附近酒店,香港的酒店",2018-12-11 15:57:45
"train,flight,hotel,intlhotel",/homepage/3,"54,64,191,131",2,"finderdefalut,finderdefalut,finderdefalut,global_intlhotel",o498X0SDf5aVD9BTJmFFnJHfM1EU,199,"火车票,特价机票,附近酒店,香港的酒店",2018-12-11 15:22:36
"train,flight,hotel,train",/homepage/2,"54,64,191,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0SDffppEpOLXc4t-6p1bcsU,null,"火车票,特价机票,附近酒店,武汉到黄冈的火车票",2018-12-12 19:30:16
"train,flight,hotel,flight,flight,hotel",/homepage/2,"54,64,191,61,62,16",1,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0SDgRTXhJNCLWXzbORL2akA,256,"火车票,特价机票,附近酒店,沈阳到西安的机票,西安到沈阳的机票,西安的酒店",2018-12-13 10:04:39
"train,flight,hotel,flight,flight,hotel",/homepage/1,"54,64,191,61,62,16",1,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0SDgRTXhJNCLWXzbORL2akA,256,"火车票,特价机票,附近酒店,沈阳到西安的机票,西安到沈阳的机票,西安的酒店",2018-12-13 09:57:14
"train,flight,hotel,flight,flight,hotel",/homepage/1,"54,64,191,61,62,16",1,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0SDgRTXhJNCLWXzbORL2akA,256,"火车票,特价机票,附近酒店,沈阳到西安的机票,西安到沈阳的机票,西安的酒店",2018-12-13 09:57:05
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0SDlOLr3g8H1p2CXqiez1uE,239,"火车票,特价机票,附近酒店,南昌到北京的火车票,北京到南昌的火车票,南昌到北京的机票",2018-12-11 15:50:58
"train,flight,hotel,flight,flight,hotel",/homepage/1,"54,64,191,61,62,16",1,"finderdefalut,finderdefalut,finderdefalut,flight,flight,flight",o498X0SDzA2NLRpKMXriAglfrjbk,192,"火车票,特价机票,附近酒店,安吉到北京的机票,北京到安吉的机票,北京的酒店",2018-12-12 17:43:56
"train,flight,hotel,train,train,hotel",/homepage/0,"54,64,191,51,52,16",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0SEBSn5Uo4_B4kJ-jZszdbI,143,"火车票,特价机票,附近酒店,德州到廊坊的火车票,廊坊到德州的火车票,廊坊的酒店",2018-12-13 16:53:42
"train,flight,hotel,train,train,hotel",/homepage/0,"54,64,191,51,52,16",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0SEBSn5Uo4_B4kJ-jZszdbI,143,"火车票,特价机票,附近酒店,德州到廊坊的火车票,廊坊到德州的火车票,廊坊的酒店",2018-12-13 16:51:37
"train,flight,hotel,train,bus,train",/homepage/0,"54,64,191,51,111,52",2,"finderdefalut,finderdefalut,finderdefalut,train,bus,train",o498X0SEDtjAPXo4WHGNCs-5W1Ds,54,"火车票,特价机票,附近酒店,三明到广州的火车票,福州到钦州的汽车票,广州到三明的火车票",2018-12-12 15:04:53
"train,flight,hotel,train,bus,train",/homepage/0,"54,64,191,51,111,52",2,"finderdefalut,finderdefalut,finderdefalut,train,bus,train",o498X0SEDtjAPXo4WHGNCs-5W1Ds,54,"火车票,特价机票,附近酒店,福州到钦州的火车票,福州到钦州的汽车票,钦州到福州的火车票",2018-12-12 15:03:21
"train,flight,hotel,bus,train,bus",/homepage/2,"54,64,191,111,51,112",2,"finderdefalut,finderdefalut,finderdefalut,bus,train,bus",o498X0SEDtjAPXo4WHGNCs-5W1Ds,54,"火车票,特价机票,附近酒店,广州到灵山的汽车票,福州到南宁的火车票,灵山到广州的汽车票",2018-12-12 15:00:42
"train,flight,hotel,hotel,hotel",/homepage/0,"54,64,191,16,1",1,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel",o498X0SEE6sDKgXJ0m2wVQu3IARI,170,"火车票,特价机票,附近酒店,哈尔滨的酒店,爱情公寓(哈尔滨冰雪大世界店)",2018-12-13 22:21:01
"train,flight,hotel,hotel,hotel",/homepage/0,"54,64,191,16,1",1,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel",o498X0SEE6sDKgXJ0m2wVQu3IARI,170,"火车票,特价机票,附近酒店,哈尔滨的酒店,爱情公寓(哈尔滨冰雪大世界店)",2018-12-13 15:57:01
"train,flight,hotel,hotel,hotel",/homepage/0,"54,64,191,16,1",1,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel",o498X0SEE6sDKgXJ0m2wVQu3IARI,170,"火车票,特价机票,附近酒店,哈尔滨的酒店,爱情公寓(哈尔滨冰雪大世界店)",2018-12-13 15:56:47
"train,flight,hotel,hotel,hotel",/homepage/1,"54,64,191,16,1",1,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel",o498X0SEE6sDKgXJ0m2wVQu3IARI,170,"火车票,特价机票,附近酒店,哈尔滨的酒店,爱情公寓(哈尔滨冰雪大世界店)",2018-12-13 15:56:47
"train,flight,hotel,hotel,hotel,traffic",/homepage/1,"54,64,191,16,1,140",1,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel,hotel",o498X0SEE6sDKgXJ0m2wVQu3IARI,125,"火车票,特价机票,附近酒店,哈尔滨的酒店,爱情公寓(哈尔滨冰雪大世界店),定安县到哈尔滨的交通方案",2018-12-13 13:18:49
"train,flight,hotel,flight,hotel,scenery",/homepage/23,"54,64,191,62,16,82",1,"finderdefalut,finderdefalut,finderdefalut,global_flight,global_flight,global_flight",o498X0SEFyR0zH8ZJXfG5UIgj4P4,248,"火车票,特价机票,附近酒店,合肥到大连的机票,合肥的酒店,合肥的热门景区",2018-12-13 15:06:58
"train,flight,hotel,flight,train,flight",/homepage/1,"54,64,191,61,51,62",2,"finderdefalut,finderdefalut,finderdefalut,flight,train,flight",o498X0SEK9NHna90AokwzdymaHVw,80,"火车票,特价机票,附近酒店,海口到揭阳的机票,广州到潮州的火车票,揭阳到海口的机票",2018-12-12 22:49:52
"train,flight,hotel,flight,train,flight",/homepage/1,"54,64,191,61,51,62",2,"finderdefalut,finderdefalut,finderdefalut,flight,train,flight",o498X0SEK9NHna90AokwzdymaHVw,80,"火车票,特价机票,附近酒店,海口到揭阳的机票,广州到潮州的火车票,揭阳到海口的机票",2018-12-12 22:49:48
"train,flight,hotel,train,train,hotel",/homepage/0,"54,64,191,51,52,16",2,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0SET3yg1oN_1jLBD9Q99jPI,324,"火车票,特价机票,附近酒店,成都到重庆的火车票,重庆到成都的火车票,重庆的酒店",2018-12-12 19:51:38
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,191,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0SEY-PQM0OmdxNnATEA0L1M,200,"火车票,特价机票,附近酒店,上海到北京的火车票,北京到上海的火车票,上海到北京的机票",2018-12-11 12:34:18
"train,flight,hotel,train,train,flight",/homepage/0,"54,64,192,51,52,61",1,"finderdefalut,finderdefalut,finderdefalut,train,train,train",o498X0SEb0JGr3lCskAcwZnGcEg8,321,"火车票,特价机票,特价酒店,上海到北京的火车票,北京到上海的火车票,上海到北京的机票",2018-12-13 03:49:52
"train,flight,hotel,train",/homepage/0,"54,64,192,51",1,"finderdefalut,finderdefalut,finderdefalut,train",o498X0SEb0JGr3lCskAcwZnGcEg8,null,"火车票,特价机票,特价酒店,上海到北京的火车票",2018-12-13 03:44:14
"train,flight,hotel,hotel,traffic",/homepage/7,"54,64,191,1,140",1,"finderdefalut,finderdefalut,finderdefalut,hotel,hotel",o498X0SEtm4_tDc0DmI5mWl1qcxM,91,"火车票,特价机票,附近酒店,布丁酒店(成都城东汽车客运站店),深圳到成都的交通方案",2018-12-13 23:04:38
